,title,link,source,text,date,language,toxicity
438,So 90s - Τα Καλύτερα Της Δεκαετίας του 90 | Non Stop Mix,https://www.youtube.com/watch?v=p8nQi4bir70&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Afta ine tragoudia oxi afta pou akoui i neolea tr,2023-09-29,greeklish,1
441,Greek Music Mix 2021/ Ελληνικά Τραγούδια Μιξ 2021,https://www.youtube.com/watch?v=1ex5Se-X8Go&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,I love greek music,2022-11-29,en,1
442,Greek Music Mix 2021/ Ελληνικά Τραγούδια Μιξ 2021,https://www.youtube.com/watch?v=1ex5Se-X8Go&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Гръцка музика- истинска и вълшебна,2022-11-29,el,1
443,Greek Music Mix 2021/ Ελληνικά Τραγούδια Μιξ 2021,https://www.youtube.com/watch?v=1ex5Se-X8Go&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,"Я свами дорогие Аполоны греки , ваши песни зовут далекие древне греческие времена ️🇵🇼",2022-11-29,el,1
445,Greek Music Mix 2021/ Ελληνικά Τραγούδια Μιξ 2021,https://www.youtube.com/watch?v=1ex5Se-X8Go&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,!!!!!!!!!!!!!!!,2022-11-29,el,1
447,Greek Music Mix 2021/ Ελληνικά Τραγούδια Μιξ 2021,https://www.youtube.com/watch?v=1ex5Se-X8Go&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,🇬🇷🇬🇷🇬🇷🇬🇷,2022-11-29,el,1
449,Greek Music Mix 2021/ Ελληνικά Τραγούδια Μιξ 2021,https://www.youtube.com/watch?v=1ex5Se-X8Go&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,🇬🇷🇬🇷🇬🇷🇬🇷🇬🇷🇬🇷🇬🇷,2022-11-29,el,1
451,Greek Music Mix 2021/ Ελληνικά Τραγούδια Μιξ 2021,https://www.youtube.com/watch?v=1ex5Se-X8Go&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Paola...,2022-11-29,el,1
452,Greek Music Mix 2021/ Ελληνικά Τραγούδια Μιξ 2021,https://www.youtube.com/watch?v=1ex5Se-X8Go&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Beautiful elegant Greek woman wish I be with one and date one,2022-11-29,en,1
453,Greek Music Mix 2021/ Ελληνικά Τραγούδια Μιξ 2021,https://www.youtube.com/watch?v=1ex5Se-X8Go&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,simvola,2022-11-29,el,1
454,Greek Music Mix 2021/ Ελληνικά Τραγούδια Μιξ 2021,https://www.youtube.com/watch?v=1ex5Se-X8Go&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,kiamos live,2022-12-29,el,1
455,Greek Music Mix 2021/ Ελληνικά Τραγούδια Μιξ 2021,https://www.youtube.com/watch?v=1ex5Se-X8Go&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Fmzfnhmfbvmbmm.xbjmmmm.gfjkl,2022-11-29,el,1
456,ΔΙΑΧΡΟΝΙΚΑ ΕΛΛΗΝΙΚΑ ΤΡΑΓΟΥΔΙΑ (5 ώρες μουσική),https://www.youtube.com/watch?v=982EKw_X01g&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,"Калимера!
Привет из России!
",2021-11-29,el,1
457,ΔΙΑΧΡΟΝΙΚΑ ΕΛΛΗΝΙΚΑ ΤΡΑΓΟΥΔΙΑ (5 ώρες μουσική),https://www.youtube.com/watch?v=982EKw_X01g&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,"You made my day !!!
THANKS ",2023-05-29,en,1
459,ΔΙΑΧΡΟΝΙΚΑ ΕΛΛΗΝΙΚΑ ΤΡΑΓΟΥΔΙΑ (5 ώρες μουσική),https://www.youtube.com/watch?v=982EKw_X01g&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Nomizo apo Linda ine ta tragudhja ara oli orea ine Sas efharistume ja ton koposas,2022-11-29,greeklish,1
460,ΔΙΑΧΡΟΝΙΚΑ ΕΛΛΗΝΙΚΑ ΤΡΑΓΟΥΔΙΑ (5 ώρες μουσική),https://www.youtube.com/watch?v=982EKw_X01g&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,"Exeretika tragudia Elinika ....mu timizi ja pio omorfa hronia pu perasa stin Elada ...Efharisto Elines, efharisto Elada,iha ti n mato apo sas ! Sas agapo poli!",2023-01-29,greeklish,1
461,ΔΙΑΧΡΟΝΙΚΑ ΕΛΛΗΝΙΚΑ ΤΡΑΓΟΥΔΙΑ (5 ώρες μουσική),https://www.youtube.com/watch?v=982EKw_X01g&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Ti orea tragoudia echete stin Ellada!,2021-11-29,greeklish,1
462,ΔΙΑΧΡΟΝΙΚΑ ΕΛΛΗΝΙΚΑ ΤΡΑΓΟΥΔΙΑ (5 ώρες μουσική),https://www.youtube.com/watch?v=982EKw_X01g&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Sve  je ok pozfrav.,2020-11-29,other,1
464,ΔΙΑΧΡΟΝΙΚΑ ΕΛΛΗΝΙΚΑ ΤΡΑΓΟΥΔΙΑ (5 ώρες μουσική),https://www.youtube.com/watch?v=982EKw_X01g&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,What am I doing here?,2023-05-29,en,1
465,ΔΙΑΧΡΟΝΙΚΑ ΕΛΛΗΝΙΚΑ ΤΡΑΓΟΥΔΙΑ (5 ώρες μουσική),https://www.youtube.com/watch?v=982EKw_X01g&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,"Solo Bouzouki - Parea me ton Zampeta

subscribe to my channel if you want to listen to  Greek music

@UCpNsIAZGib50YSzkABtCnEw
 :)",2021-11-29,en,1
466,ΔΙΑΧΡΟΝΙΚΑ ΕΛΛΗΝΙΚΑ ΤΡΑΓΟΥΔΙΑ (5 ώρες μουσική),https://www.youtube.com/watch?v=982EKw_X01g&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,"ax,elladitsia mou",2021-11-29,greeklish,1
467,"Ελληνικά disco, 80s & 90s: The Best of (Non-stop Party Mix)",https://www.youtube.com/watch?v=585f7gl70QQ&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Poli oreo to remix auto alla nmzo ipirxe idi sti silogi sas Kai prosthesate Kai alla tragoudia to kanate akoma kalitero..!!,2022-11-29,greeklish,1
469,Πιάσε ... λαϊκά - 85 τραγούδια που έγραψαν ιστορία (by Linda's Music Dream),https://www.youtube.com/watch?v=QY3AYFikM6I&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song, greetings to all of you USA Zacharias Papanicolaou greetings thrylos  pane pane ellada ,2023-09-29,en,1
470,Πιάσε ... λαϊκά - 85 τραγούδια που έγραψαν ιστορία (by Linda's Music Dream),https://www.youtube.com/watch?v=QY3AYFikM6I&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Thnks,2023-07-29,el,1
471,Πιάσε ... λαϊκά - 85 τραγούδια που έγραψαν ιστορία (by Linda's Music Dream),https://www.youtube.com/watch?v=QY3AYFikM6I&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Fairuz,2023-07-29,el,1
472,GREEK 2K23 SUMMER MIX | VOL. I | by NIKKOS DINNO | ΗΡΘΕ ΚΑΛΟΚΑΙΡΙ |,https://www.youtube.com/watch?v=q7elHOjAyEY&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,"Сижу сейчас в кафе на Makronisoss, и играет этот mix. Просто супер. Будет напоминание об отпуске 2023",2023-08-29,other,1
473,GREEK 2K23 SUMMER MIX | VOL. I | by NIKKOS DINNO | ΗΡΘΕ ΚΑΛΟΚΑΙΡΙ |,https://www.youtube.com/watch?v=q7elHOjAyEY&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,great music and sound package,2023-07-29,en,3
474,GREEK 2K23 SUMMER MIX | VOL. I | by NIKKOS DINNO | ΗΡΘΕ ΚΑΛΟΚΑΙΡΙ |,https://www.youtube.com/watch?v=q7elHOjAyEY&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,"BRAVO super mix j'adoreeeee , belle découverte efkaristo",2023-08-29,el,1
475,GREEK 2K23 SUMMER MIX | VOL. I | by NIKKOS DINNO | ΗΡΘΕ ΚΑΛΟΚΑΙΡΙ |,https://www.youtube.com/watch?v=q7elHOjAyEY&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,56:37 - To fajne ! ;-),2023-08-29,en,1
476,GREEK 2K23 SUMMER MIX | VOL. I | by NIKKOS DINNO | ΗΡΘΕ ΚΑΛΟΚΑΙΡΙ |,https://www.youtube.com/watch?v=q7elHOjAyEY&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Good morning from UK..I am just waiting to be 10 o'clock so I can blast it in my ,2023-07-29,en,1
477,GREEK 2K23 SUMMER MIX | VOL. I | by NIKKOS DINNO | ΗΡΘΕ ΚΑΛΟΚΑΙΡΙ |,https://www.youtube.com/watch?v=q7elHOjAyEY&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Just in time for our road trip awesome,2023-07-29,en,1
478,GREEK 2K23 SUMMER MIX | VOL. I | by NIKKOS DINNO | ΗΡΘΕ ΚΑΛΟΚΑΙΡΙ |,https://www.youtube.com/watch?v=q7elHOjAyEY&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Love love love all the collection  song and amazing sound of fantastic music trucks remix ️️️️️️️‍️‍️‍️‍️‍️‍️‍️‍️‍,2023-07-29,en,3
479,GREEK 2K23 SUMMER MIX | VOL. I | by NIKKOS DINNO | ΗΡΘΕ ΚΑΛΟΚΑΙΡΙ |,https://www.youtube.com/watch?v=q7elHOjAyEY&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,أجمل موسيقى يوناني,2023-08-29,el,1
480,GREEK 2K23 SUMMER MIX | VOL. I | by NIKKOS DINNO | ΗΡΘΕ ΚΑΛΟΚΑΙΡΙ |,https://www.youtube.com/watch?v=q7elHOjAyEY&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Congratulations!!!,2023-07-29,el,1
481,GREEK 2K23 SUMMER MIX | VOL. I | by NIKKOS DINNO | ΗΡΘΕ ΚΑΛΟΚΑΙΡΙ |,https://www.youtube.com/watch?v=q7elHOjAyEY&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song, ‏‪33:54‬‏,2023-08-29,greeklish,1
483,GREEK 2K23 SUMMER MIX | VOL. I | by NIKKOS DINNO | ΗΡΘΕ ΚΑΛΟΚΑΙΡΙ |,https://www.youtube.com/watch?v=q7elHOjAyEY&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Uperoxooo Mixxxx ,2023-07-29,el,1
484,GREEK 2K23 SUMMER MIX | VOL. I | by NIKKOS DINNO | ΗΡΘΕ ΚΑΛΟΚΑΙΡΙ |,https://www.youtube.com/watch?v=q7elHOjAyEY&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Can someone drop the songs until the minute 8? Thank you!,2023-10-29,en,1
487,GREEK 2K23 SUMMER MIX | VOL. I | by NIKKOS DINNO | ΗΡΘΕ ΚΑΛΟΚΑΙΡΙ |,https://www.youtube.com/watch?v=q7elHOjAyEY&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song, Wraios!,2023-07-29,el,1
488,GREEK 2K23 SUMMER MIX | VOL. I | by NIKKOS DINNO | ΗΡΘΕ ΚΑΛΟΚΑΙΡΙ |,https://www.youtube.com/watch?v=q7elHOjAyEY&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,1:45 : Can i know the name of the song ?,2023-09-29,en,1
490,GREEK 2K23 SUMMER MIX | VOL. I | by NIKKOS DINNO | ΗΡΘΕ ΚΑΛΟΚΑΙΡΙ |,https://www.youtube.com/watch?v=q7elHOjAyEY&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,09:45 song ? ,2023-08-29,greeklish,1
491,GREEK 2K23 SUMMER MIX | VOL. I | by NIKKOS DINNO | ΗΡΘΕ ΚΑΛΟΚΑΙΡΙ |,https://www.youtube.com/watch?v=q7elHOjAyEY&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,What are the names of the songs?,2023-07-29,en,1
492,GREEK 2K23 SUMMER MIX | VOL. I | by NIKKOS DINNO | ΗΡΘΕ ΚΑΛΟΚΑΙΡΙ |,https://www.youtube.com/watch?v=q7elHOjAyEY&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Lets gooooo 🫡🇬🇷,2023-07-29,greeklish,1
494,GREEK 2K23 SUMMER MIX | VOL. I | by NIKKOS DINNO | ΗΡΘΕ ΚΑΛΟΚΑΙΡΙ |,https://www.youtube.com/watch?v=q7elHOjAyEY&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,bravo palikare,2023-07-29,el,1
496,GREEK 2K23 SUMMER MIX | VOL. I | by NIKKOS DINNO | ΗΡΘΕ ΚΑΛΟΚΑΙΡΙ |,https://www.youtube.com/watch?v=q7elHOjAyEY&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,1:45sec NAME OF THE SONG ON ENGLISH PLEASE .. THANKS,2023-08-29,en,1
498,GREEK 2K23 SUMMER MIX | VOL. I | by NIKKOS DINNO | ΗΡΘΕ ΚΑΛΟΚΑΙΡΙ |,https://www.youtube.com/watch?v=q7elHOjAyEY&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,51:05 to 54:20 name of song???,2023-07-29,en,1
500,GREEK 2K23 SUMMER MIX | VOL. I | by NIKKOS DINNO | ΗΡΘΕ ΚΑΛΟΚΑΙΡΙ |,https://www.youtube.com/watch?v=q7elHOjAyEY&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Name of the song at minute 17:00 ?,2023-07-29,en,1
501,GREEK 2K23 SUMMER MIX | VOL. I | by NIKKOS DINNO | ΗΡΘΕ ΚΑΛΟΚΑΙΡΙ |,https://www.youtube.com/watch?v=q7elHOjAyEY&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Apla teleio,2023-11-08,greeklish,1
502,GREEK 2K23 SUMMER MIX | VOL. I | by NIKKOS DINNO | ΗΡΘΕ ΚΑΛΟΚΑΙΡΙ |,https://www.youtube.com/watch?v=q7elHOjAyEY&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,34:00 name of music please ?,2023-08-29,en,1
503,GREEK 2K23 SUMMER MIX | VOL. I | by NIKKOS DINNO | ΗΡΘΕ ΚΑΛΟΚΑΙΡΙ |,https://www.youtube.com/watch?v=q7elHOjAyEY&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Song name 11:36 ?,2023-07-29,greeklish,1
504,GREEK 2K23 SUMMER MIX | VOL. I | by NIKKOS DINNO | ΗΡΘΕ ΚΑΛΟΚΑΙΡΙ |,https://www.youtube.com/watch?v=q7elHOjAyEY&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Teleio,2023-08-29,greeklish,1
505,GREEK 2K23 SUMMER MIX | VOL. I | by NIKKOS DINNO | ΗΡΘΕ ΚΑΛΟΚΑΙΡΙ |,https://www.youtube.com/watch?v=q7elHOjAyEY&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,33.18;;;;; ,2023-10-29,el,1
506,GREEK 2K23 SUMMER MIX | VOL. I | by NIKKOS DINNO | ΗΡΘΕ ΚΑΛΟΚΑΙΡΙ |,https://www.youtube.com/watch?v=q7elHOjAyEY&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,15:45;,2023-08-29,el,1
507,GREEK 2K23 SUMMER MIX | VOL. I | by NIKKOS DINNO | ΗΡΘΕ ΚΑΛΟΚΑΙΡΙ |,https://www.youtube.com/watch?v=q7elHOjAyEY&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Hjasjaaaa,2023-10-29,el,1
509,Καλοκαιρινά τραγούδια απ' τις δεκαετίες 80-90-00-10,https://www.youtube.com/watch?v=zHQBNoNpmog&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Superrrr.... Saludos de España ,2021-11-29,other,1
511,Καλοκαιρινά τραγούδια απ' τις δεκαετίες 80-90-00-10,https://www.youtube.com/watch?v=zHQBNoNpmog&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,🇷🇺🇬🇷,2023-06-29,el,1
512,Καλοκαιρινά τραγούδια απ' τις δεκαετίες 80-90-00-10,https://www.youtube.com/watch?v=zHQBNoNpmog&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,"It's all Greek! Brand new recording for full orchestra, piano and folk intruments, all original tunes inspired by my days playing Greek music. Hope to lift your Summer spirits. Opa! https://youtu.be/_OVxAyWLRBc",2022-11-29,en,1
514,Καλοκαιρινά τραγούδια απ' τις δεκαετίες 80-90-00-10,https://www.youtube.com/watch?v=zHQBNoNpmog&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,love  sumer ️️,2021-11-29,en,1
515,Καλοκαιρινά τραγούδια απ' τις δεκαετίες 80-90-00-10,https://www.youtube.com/watch?v=zHQBNoNpmog&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,️️️️️️,2023-06-29,el,1
516,Josephine - Μοίρα - Official Music Video,https://www.youtube.com/watch?v=jFVX_v2yAas&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,"Greek is such a beautiful language, it sounds very beautiful to your ears, I love Greece 🇪🇸🇬🇷",2023-11-08,en,1
517,Josephine - Μοίρα - Official Music Video,https://www.youtube.com/watch?v=jFVX_v2yAas&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Great song; keep up the good work; you've never let us down.,2023-11-26,en,1
518,Josephine - Μοίρα - Official Music Video,https://www.youtube.com/watch?v=jFVX_v2yAas&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,"Lovely melody   ,greetings from Bulgaria",2023-11-23,el,1
519,Josephine - Μοίρα - Official Music Video,https://www.youtube.com/watch?v=jFVX_v2yAas&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,This girl has some extreme Crossover International talent Congratulations Beautiful Talented Lady! ,2023-11-28,en,1
520,Josephine - Μοίρα - Official Music Video,https://www.youtube.com/watch?v=jFVX_v2yAas&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,"Thank you Josephine for this such a beautiful song, I'm addicted to. Have it on repeat since day one on Spotify! ️️‍ Greetings from Slovakia 🇸🇰",2023-11-15,en,1
521,Josephine - Μοίρα - Official Music Video,https://www.youtube.com/watch?v=jFVX_v2yAas&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,"The esthetic is magical and inspirational  Always fascinating videos that capture everything about Greek culture  Divine melody, voice and style ",2023-11-08,en,1
522,Josephine - Μοίρα - Official Music Video,https://www.youtube.com/watch?v=jFVX_v2yAas&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,"I said it to her in person, and I will say it again !!! This girl is going to become a Legend ! Now if she can only make it to Montreal !!!",2023-11-08,en,1
523,Josephine - Μοίρα - Official Music Video,https://www.youtube.com/watch?v=jFVX_v2yAas&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,"GO AHEAD IN THE TRENDS, PAME! JO, YET ANOTHER HIT! I cherish you.",2023-11-15,en,1
524,Josephine - Μοίρα - Official Music Video,https://www.youtube.com/watch?v=jFVX_v2yAas&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Как всегда разрыв🇺🇦🇬🇷,2023-11-15,other,1
525,Josephine - Μοίρα - Official Music Video,https://www.youtube.com/watch?v=jFVX_v2yAas&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Thanks for amazing videoclip and song! Greetings from Belgium! ,2023-11-08,en,1
526,Josephine - Μοίρα - Official Music Video,https://www.youtube.com/watch?v=jFVX_v2yAas&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Can’t wait,2023-11-08,en,1
527,Josephine - Μοίρα - Official Music Video,https://www.youtube.com/watch?v=jFVX_v2yAas&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Respect to Josephine & PanikRecords...,2023-11-20,en,1
528,Josephine - Μοίρα - Official Music Video,https://www.youtube.com/watch?v=jFVX_v2yAas&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,to the beautiful people of Greece.....RESPECT,2023-11-15,en,1
529,Josephine - Μοίρα - Official Music Video,https://www.youtube.com/watch?v=jFVX_v2yAas&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,"Ta tragoudia to Josephine ginontai olena kai kalytera, bravo koritsi mou! ",2023-11-23,greeklish,1
530,Josephine - Μοίρα - Official Music Video,https://www.youtube.com/watch?v=jFVX_v2yAas&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Another triumph for Josephine,2023-11-28,en,1
532,Josephine - Μοίρα - Official Music Video,https://www.youtube.com/watch?v=jFVX_v2yAas&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,"I just fallen in love with this beautiful song, absolutely incredible singing. Your voice is very nice that I love so much. Love from Kolkata, India.",2023-11-15,en,1
533,Josephine - Μοίρα - Official Music Video,https://www.youtube.com/watch?v=jFVX_v2yAas&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Klip şahane,2023-11-08,el,1
534,Josephine - Μοίρα - Official Music Video,https://www.youtube.com/watch?v=jFVX_v2yAas&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Thumbs up if you agree this is incredible!,2023-11-08,en,1
535,Josephine - Μοίρα - Official Music Video,https://www.youtube.com/watch?v=jFVX_v2yAas&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Lagunya enak didengar,2023-11-15,el,1
536,Josephine - Μοίρα - Official Music Video,https://www.youtube.com/watch?v=jFVX_v2yAas&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Finally the video clip,2023-11-08,en,1
537,Josephine - Μοίρα - Official Music Video,https://www.youtube.com/watch?v=jFVX_v2yAas&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Great song,2023-11-16,en,1
538,Josephine - Μοίρα - Official Music Video,https://www.youtube.com/watch?v=jFVX_v2yAas&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,️️️,2023-11-15,el,1
539,Josephine - Μοίρα - Official Music Video,https://www.youtube.com/watch?v=jFVX_v2yAas&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,wow!!,2023-11-08,el,1
540,Josephine - Μοίρα - Official Music Video,https://www.youtube.com/watch?v=jFVX_v2yAas&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Telio ,2023-11-08,el,1
542,Josephine - Μοίρα - Official Music Video,https://www.youtube.com/watch?v=jFVX_v2yAas&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,️️️️️,2023-11-15,el,1
544,Josephine - Μοίρα - Official Music Video,https://www.youtube.com/watch?v=jFVX_v2yAas&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Mlkes einai poly gamato tragoudaki ...bravo sthn joshefin,2023-11-08,greeklish,1
545,Josephine - Μοίρα - Official Music Video,https://www.youtube.com/watch?v=jFVX_v2yAas&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,respect from 🇦🇱️‍,2023-11-15,el,1
546,Josephine - Μοίρα - Official Music Video,https://www.youtube.com/watch?v=jFVX_v2yAas&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,nice!!!,2023-11-08,greeklish,1
